id,month,day,year,temp,AverageTemperatureUncertaintyFahr,City,country_id,Country,Latitude,Longitude
82,10,1,1859,88.4813469087095,34.0232,Auckland,NEW,New Zealand,36.17S,175.03E
83,11,1,1859,90.4605521910289,35.1392,Auckland,NEW,New Zealand,36.17S,175.03E
84,12,1,1859,122.542680436286,35.3012,Auckland,NEW,New Zealand,36.17S,175.03E
85,1,1,1860,52.4244190796329,36.3524,Auckland,NEW,New Zealand,36.17S,175.03E
86,2,1,1860,88.9434065804909,35.2274,Auckland,NEW,New Zealand,36.17S,175.03E
87,3,1,1860,61.3167277310485,35.357,Auckland,NEW,New Zealand,36.17S,175.03E
88,4,1,1860,122.125384499485,34.133,Auckland,NEW,New Zealand,36.17S,175.03E
89,5,1,1860,43.2231490281222,33.386,Auckland,NEW,New Zealand,36.17S,175.03E
90,6,1,1860,42.4813652996764,34.844,Auckland,NEW,New Zealand,36.17S,175.03E
91,7,1,1860,121.77164328007,33.6146,Auckland,NEW,New Zealand,36.17S,175.03E
92,8,1,1860,47.474089559378,35.2436,Auckland,NEW,New Zealand,36.17S,175.03E
93,9,1,1860,146.239722395832,33.818,Auckland,NEW,New Zealand,36.17S,175.03E
94,10,1,1860,92.1516243638716,33.3032,Auckland,NEW,New Zealand,36.17S,175.03E
95,11,1,1860,130.096784893686,35.5496,Auckland,NEW,New Zealand,36.17S,175.03E
96,12,1,1860,133.269525942194,40.3448,Auckland,NEW,New Zealand,36.17S,175.03E
97,1,1,1861,96.2577326059493,36.6116,Auckland,NEW,New Zealand,36.17S,175.03E
98,2,1,1861,106.650613200933,38.003,Auckland,NEW,New Zealand,36.17S,175.03E
99,3,1,1861,86.6210879658168,34.7774,Auckland,NEW,New Zealand,36.17S,175.03E
100,4,1,1861,70.8307108411343,36.1778,Auckland,NEW,New Zealand,36.17S,175.03E
101,5,1,1861,87.9325591390911,36.32,Auckland,NEW,New Zealand,36.17S,175.03E
102,6,1,1861,128.638309953944,36.41,Auckland,NEW,New Zealand,36.17S,175.03E
103,7,1,1861,94.3616234584887,34.3418,Auckland,NEW,New Zealand,36.17S,175.03E
104,8,1,1861,105.526170456516,33.413,Auckland,NEW,New Zealand,36.17S,175.03E
105,9,1,1861,15,34.3436,Auckland,NEW,New Zealand,36.17S,175.03E
106,10,1,1861,136.440297660691,36.2282,Auckland,NEW,New Zealand,36.17S,175.03E
107,11,1,1861,128.90082481348,35.3714,Auckland,NEW,New Zealand,36.17S,175.03E
108,12,1,1861,131.38185599878,34.8206,NA,,NA,36.17S,175.03E
109,1,1,1862,56.8599204109016,35.9618,NA,,NA,36.17S,175.03E
110,2,1,1862,77.6552487874786,37.9508,Auckland,NEW,New Zealand,36.17S,175.03E
111,3,1,1862,60.8411208728467,36.2732,Auckland,NEW,New Zealand,36.17S,175.03E
112,4,1,1862,105.582580683103,36.869,Auckland,NEW,New Zealand,36.17S,175.03E
113,5,1,1862,43.6012447049351,34.5362,Auckland,NEW,New Zealand,36.17S,175.03E
114,6,1,1862,41.7866176886047,34.5884,Auckland,NEW,New Zealand,36.17S,175.03E
115,7,1,1862,57.4209102699487,36.6296,Auckland,NEW,New Zealand,36.17S,175.03E
116,8,1,1862,87.4540272144928,35.1788,Auckland,NEW,New Zealand,36.17S,175.03E
117,9,1,1862,39.1559957368073,36.2642,Auckland,NEW,New Zealand,36.17S,175.03E
118,10,1,1862,131.23345469418,35.0258,Auckland,NEW,New Zealand,36.17S,175.03E
119,11,1,1862,111.310859475754,36.176,Auckland,NEW,New Zealand,36.17S,175.03E
120,12,1,1862,92.4682634381099,36.2318,Auckland,NEW,New Zealand,36.17S,175.03E
121,1,1,1863,89.8135250093055,35.8754,Auckland,NEW,New Zealand,36.17S,175.03E
122,2,1,1863,44.3482076944118,38.1938,Auckland,NEW,New Zealand,36.17S,175.03E
123,3,1,1863,96.8179321699783,33.4778,Auckland,NEW,New Zealand,36.17S,175.03E
124,4,1,1863,46.6229319331723,36.4208,Auckland,NEW,New Zealand,36.17S,175.03E
125,5,1,1863,103.663213855261,34.9592,Auckland,NEW,New Zealand,36.17S,175.03E
126,6,1,1863,55.5911961434506,35.0888,Auckland,NEW,New Zealand,36.17S,175.03E
127,7,1,1863,88.1384068289551,36.473,Auckland,NEW,New Zealand,36.17S,175.03E
128,8,1,1863,69.9140914831667,36.4622,Auckland,NEW,New Zealand,36.17S,175.03E
129,9,1,1863,101.966606480802,35.0942,Auckland,NEW,New Zealand,36.17S,175.03E
130,10,1,1863,120.917773664215,36.4136,Auckland,NEW,New Zealand,36.17S,175.03E
131,11,1,1863,105.358822023138,36.9932,Auckland,NEW,New Zealand,36.17S,175.03E
132,12,1,1863,59.2272503860066,34.1114,Auckland,NEW,New Zealand,36.17S,175.03E
133,1,1,1864,108.524731931343,34.5272,Auckland,NEW,New Zealand,36.17S,175.03E
134,2,1,1864,74.0796033745545,38.0174,Auckland,NEW,New Zealand,36.17S,175.03E
135,3,1,1864,39.4505135939721,35.2328,Auckland,NEW,New Zealand,36.17S,175.03E
136,4,1,1864,111.379697084015,36.8744,Auckland,NEW,New Zealand,36.17S,175.03E
137,5,1,1864,129.531557737466,35.1392,Auckland,NEW,New Zealand,36.17S,175.03E
138,6,1,1864,48.9318541260825,34.2806,Auckland,NEW,New Zealand,36.17S,175.03E
139,7,1,1864,147.327104745872,33.89,Auckland,NEW,New Zealand,36.17S,175.03E
140,8,1,1864,73.7464334047184,35.4272,Auckland,NEW,New Zealand,36.17S,175.03E
141,9,1,1864,94.1669848466606,35.0474,Auckland,NEW,New Zealand,36.17S,175.03E
142,10,1,1864,92.6171099304488,34.0502,Auckland,NEW,New Zealand,36.17S,175.03E
143,11,1,1864,127.294700844635,35.3516,Auckland,NEW,New Zealand,36.17S,175.03E
144,12,1,1864,72.5727189278993,35.699,Auckland,NEW,New Zealand,36.17S,175.03E
145,1,1,1865,127.972632379911,34.2896,Auckland,NEW,New Zealand,36.17S,175.03E
146,2,1,1865,129.989198302828,34.3958,Auckland,NEW,New Zealand,36.17S,175.03E
147,3,1,1865,89.4808994633426,33.53,Auckland,NEW,New Zealand,36.17S,175.03E
148,4,1,1865,35.4492209701018,34.1438,Auckland,NEW,New Zealand,36.17S,175.03E
149,5,1,1865,120.545776265258,34.1672,Auckland,NEW,New Zealand,36.17S,175.03E
150,6,1,1865,85.4026804502179,34.538,Auckland,NEW,New Zealand,36.17S,175.03E
151,7,1,1865,144.630898331335,34.0268,Auckland,NEW,New Zealand,36.17S,175.03E
152,8,1,1865,47.4939440313937,33.6254,Auckland,NEW,New Zealand,36.17S,175.03E
153,9,1,1865,128.762478567185,33.35,Auckland,NEW,New Zealand,36.17S,175.03E
154,10,1,1865,136.661661019585,33.6866,Auckland,NEW,New Zealand,36.17S,175.03E
155,11,1,1865,87.6812369712648,33.6542,Auckland,NEW,New Zealand,36.17S,175.03E
156,12,1,1865,63.6693190808299,34.5542,Auckland,NEW,New Zealand,36.17S,175.03E
157,1,1,1866,138.481246883553,34.7252,Auckland,NEW,New Zealand,36.17S,175.03E
158,2,1,1866,96.6028138229333,35.87,Auckland,NEW,New Zealand,36.17S,175.03E
159,3,1,1866,120.863163456347,37.0598,Auckland,NEW,New Zealand,36.17S,175.03E
160,4,1,1866,38.3198722788644,33.9728,Auckland,NEW,New Zealand,36.17S,175.03E
161,5,1,1866,59.0584160341154,35.6576,Auckland,NEW,New Zealand,36.17S,175.03E
162,6,1,1866,81.2965259879745,33.3356,Auckland,NEW,New Zealand,36.17S,175.03E
163,7,1,1866,78.782645619814,35.5928,Auckland,NEW,New Zealand,36.17S,175.03E
164,8,1,1866,149.108164529623,35.4722,Auckland,NEW,New Zealand,36.17S,175.03E
165,9,1,1866,52.4769938078981,34.8548,Auckland,NEW,New Zealand,36.17S,175.03E
166,10,1,1866,132.57670581845,35.5748,Auckland,NEW,New Zealand,36.17S,175.03E
167,11,1,1866,146.121646411894,36.5792,Auckland,NEW,New Zealand,36.17S,175.03E
168,12,1,1866,63.2527346501812,33.9656,Auckland,NEW,New Zealand,36.17S,175.03E
169,1,1,1867,122.554312902023,33.8522,Auckland,NEW,New Zealand,36.17S,175.03E
170,2,1,1867,41.8203662954986,33.7244,Auckland,NEW,New Zealand,36.17S,175.03E
171,3,1,1867,74.6947145033495,34.1978,Auckland,NEW,New Zealand,36.17S,175.03E
172,4,1,1867,37.234242654296,34.169,Auckland,NEW,New Zealand,36.17S,175.03E
173,5,1,1867,60.3815100742879,33.1286,Auckland,NEW,New Zealand,36.17S,175.03E
174,6,1,1867,40.1069655784441,33.1952,Auckland,NEW,New Zealand,36.17S,175.03E
175,7,1,1867,66.8707776272464,33.7262,Auckland,NEW,New Zealand,36.17S,175.03E
176,8,1,1867,112.466090682083,33.9566,Auckland,NEW,New Zealand,36.17S,175.03E
177,9,1,1867,134.397267948388,33.3356,Auckland,NEW,New Zealand,36.17S,175.03E
178,10,1,1867,108.197431548463,33.1304,Auckland,NEW,New Zealand,36.17S,175.03E
179,11,1,1867,39.9303473768226,36.9788,Auckland,NEW,New Zealand,36.17S,175.03E
180,12,1,1867,40.1243644441291,34.8782,Auckland,NEW,New Zealand,36.17S,175.03E
181,1,1,1868,101.061714163796,33.5264,Auckland,NEW,New Zealand,36.17S,175.03E
182,2,1,1868,143.390948466797,35.492,Auckland,NEW,New Zealand,36.17S,175.03E
183,3,1,1868,102.810961775058,34.3634,Auckland,NEW,New Zealand,36.17S,175.03E
184,4,1,1868,121.173847682182,35.9942,Auckland,NEW,New Zealand,36.17S,175.03E
185,5,1,1868,104.143035138174,34.4786,Auckland,NEW,New Zealand,36.17S,175.03E
186,6,1,1868,103.862256102086,33.782,Auckland,NEW,New Zealand,36.17S,175.03E
187,7,1,1868,88.7038604037193,34.1078,Auckland,NEW,New Zealand,36.17S,175.03E
188,8,1,1868,89.1532241779473,33.4994,Auckland,NEW,New Zealand,36.17S,175.03E
189,9,1,1868,109.180183885249,33.3518,Auckland,NEW,New Zealand,36.17S,175.03E
190,10,1,1868,43.4003706214315,33.566,Auckland,NEW,New Zealand,36.17S,175.03E
191,11,1,1868,53.8122850940191,34.1096,Auckland,NEW,New Zealand,36.17S,175.03E
192,12,1,1868,36.116099463131,34.1708,Auckland,NEW,New Zealand,36.17S,175.03E
193,1,1,1869,63.5223046255407,36.3254,Auckland,NEW,New Zealand,36.17S,175.03E
194,2,1,1869,138.981686275282,36.3668,Auckland,NEW,New Zealand,36.17S,175.03E
195,3,1,1869,56.5237918294635,33.8342,Auckland,NEW,New Zealand,36.17S,175.03E
196,4,1,1869,108.808323382919,34.7054,Auckland,NEW,New Zealand,36.17S,175.03E
197,5,1,1869,61.2916671280058,33.5678,Auckland,NEW,New Zealand,36.17S,175.03E
198,6,1,1869,121.42734129186,33.935,Auckland,NEW,New Zealand,36.17S,175.03E
199,7,1,1869,44.1011123365234,33.2942,Auckland,NEW,New Zealand,36.17S,175.03E
200,8,1,1869,134.619039034979,33.3734,Auckland,NEW,New Zealand,36.17S,175.03E
201,9,1,1869,112.48615900275,33.1178,Auckland,NEW,New Zealand,36.17S,175.03E
202,10,1,1869,56.9805557804653,33.7802,Auckland,NEW,New Zealand,36.17S,175.03E
203,11,1,1869,94.7191667373477,33.0458,Auckland,NEW,New Zealand,36.17S,175.03E
204,12,1,1869,132.266959502103,35.015,Auckland,NEW,New Zealand,36.17S,175.03E
205,1,1,1870,99.1966604568391,33.7406,Auckland,NEW,New Zealand,36.17S,175.03E
206,2,1,1870,107.100447353979,34.394,Auckland,NEW,New Zealand,36.17S,175.03E
207,3,1,1870,84.0918063536855,33.9476,Auckland,NEW,New Zealand,36.17S,175.03E
208,4,1,1870,82.3393725799725,34.0466,Auckland,NEW,New Zealand,36.17S,175.03E
209,5,1,1870,37.8512691280798,33.98,Auckland,NEW,New Zealand,36.17S,175.03E
210,6,1,1870,100.048075025892,33.9854,Auckland,NEW,New Zealand,36.17S,175.03E
211,7,1,1870,137.400173671607,33.4436,Auckland,NEW,New Zealand,36.17S,175.03E
212,8,1,1870,123.716042743772,33.107,Auckland,NEW,New Zealand,36.17S,175.03E
213,9,1,1870,120.232791154734,33.6362,Auckland,NEW,New Zealand,36.17S,175.03E
214,10,1,1870,129.101702297988,33.728,Auckland,NEW,New Zealand,36.17S,175.03E
215,11,1,1870,81.4271724532656,34.7918,Auckland,NEW,New Zealand,36.17S,175.03E
216,12,1,1870,141.033648170363,34.3742,Auckland,NEW,New Zealand,36.17S,175.03E
217,1,1,1871,89.6368320092025,34.3184,Auckland,NEW,New Zealand,36.17S,175.03E
218,2,1,1871,119.467675212969,35.1644,Auckland,NEW,New Zealand,36.17S,175.03E
219,3,1,1871,110.224053646024,33.8234,Auckland,NEW,New Zealand,36.17S,175.03E
220,4,1,1871,59.0727998391129,33.6416,Auckland,NEW,New Zealand,36.17S,175.03E
221,5,1,1871,101.887075283775,33.0944,Auckland,NEW,New Zealand,36.17S,175.03E
222,6,1,1871,122.441384596329,32.9648,Auckland,NEW,New Zealand,36.17S,175.03E
223,7,1,1871,97.253385685329,32.981,Auckland,NEW,New Zealand,36.17S,175.03E
224,8,1,1871,82.1742005380728,33.3392,Auckland,NEW,New Zealand,36.17S,175.03E
225,9,1,1871,95.9371750787834,33.1142,Auckland,NEW,New Zealand,36.17S,175.03E
226,10,1,1871,122.796938664551,33.872,NA,,NA,36.17S,175.03E
227,11,1,1871,135.619280802271,33.692,Auckland,NEW,New Zealand,36.17S,175.03E
228,12,1,1871,91.230518907226,33.7352,Auckland,NEW,New Zealand,36.17S,175.03E
229,1,1,1872,38.2480880610299,36.6854,Auckland,NEW,New Zealand,36.17S,175.03E
230,2,1,1872,81.4722364077118,34.6784,Auckland,NEW,New Zealand,36.17S,175.03E
231,3,1,1872,48.1207862002658,33.9134,Auckland,NEW,New Zealand,36.17S,175.03E
232,4,1,1872,69.5819112731119,35.069,Auckland,NEW,New Zealand,36.17S,175.03E
233,5,1,1872,123.349751381883,33.6362,Auckland,NEW,New Zealand,36.17S,175.03E
234,6,1,1872,36.4154548544764,33.908,Auckland,NEW,New Zealand,36.17S,175.03E
235,7,1,1872,65.7212536243516,33.674,Auckland,NEW,New Zealand,36.17S,175.03E
236,8,1,1872,62.3892739818732,33.9512,Auckland,NEW,New Zealand,36.17S,175.03E
237,9,1,1872,125.801347365103,33.2042,Auckland,NEW,New Zealand,36.17S,175.03E
238,10,1,1872,92.4767875345874,33.4904,Auckland,NEW,New Zealand,36.17S,175.03E
239,11,1,1872,80.4446436493657,33.7838,Auckland,NEW,New Zealand,36.17S,175.03E
240,12,1,1872,55.4502980942185,35.3786,Auckland,NEW,New Zealand,36.17S,175.03E
241,1,1,1873,67.8687322941391,34.1366,Auckland,NEW,New Zealand,36.17S,175.03E
242,2,1,1873,49.7476398005829,33.4868,Auckland,NEW,New Zealand,36.17S,175.03E
243,3,1,1873,87.988165647177,33.8072,Auckland,NEW,New Zealand,36.17S,175.03E
244,4,1,1873,52.4772633299386,35.1158,Auckland,NEW,New Zealand,36.17S,175.03E
245,5,1,1873,58.6323181646945,33.4724,Auckland,NEW,New Zealand,36.17S,175.03E
246,6,1,1873,99.1925775876312,33.1826,Auckland,NEW,New Zealand,36.17S,175.03E
247,7,1,1873,47.6717131700382,33.2186,Auckland,NEW,New Zealand,36.17S,175.03E
248,8,1,1873,132.536251829319,32.801,Auckland,NEW,New Zealand,36.17S,175.03E
249,9,1,1873,106.745167367186,33.809,Auckland,NEW,New Zealand,36.17S,175.03E
250,10,1,1873,146.306634998326,33.5138,Auckland,NEW,New Zealand,36.17S,175.03E
251,11,1,1873,149.158114249001,33.1106,Auckland,NEW,New Zealand,36.17S,175.03E
252,12,1,1873,39.3363032153419,33.4904,Auckland,NEW,New Zealand,36.17S,175.03E
253,1,1,1874,62.8310234051678,34.8296,Auckland,NEW,New Zealand,36.17S,175.03E
254,2,1,1874,105.42977647318,34.2734,Auckland,NEW,New Zealand,36.17S,175.03E
255,3,1,1874,126.106422588631,34.5434,Auckland,NEW,New Zealand,36.17S,175.03E
256,4,1,1874,94.2277249878413,33.8036,Auckland,NEW,New Zealand,36.17S,175.03E
257,5,1,1874,65.6869055188899,33.9134,Auckland,NEW,New Zealand,36.17S,175.03E
258,6,1,1874,141.125293588478,34.3436,Auckland,NEW,New Zealand,36.17S,175.03E
259,7,1,1874,109.361185521923,33.3482,Auckland,NEW,New Zealand,36.17S,175.03E
260,8,1,1874,60.2204625448398,33.026,Auckland,NEW,New Zealand,36.17S,175.03E
261,9,1,1874,113.603199762062,32.8478,Auckland,NEW,New Zealand,36.17S,175.03E
262,10,1,1874,93.1062857954472,33.0224,Auckland,NEW,New Zealand,36.17S,175.03E
263,11,1,1874,70.6356338964531,33.2366,Auckland,NEW,New Zealand,36.17S,175.03E
264,12,1,1874,96.0800769746324,33.7172,Auckland,NEW,New Zealand,36.17S,175.03E
265,1,1,1875,147.613372157931,33.6434,Auckland,NEW,New Zealand,36.17S,175.03E
266,2,1,1875,139.353559871093,34.2158,Auckland,NEW,New Zealand,36.17S,175.03E
267,3,1,1875,36.5245502179828,33.3932,Auckland,NEW,New Zealand,36.17S,175.03E
268,4,1,1875,97.9271018948786,33.9026,Auckland,NEW,New Zealand,36.17S,175.03E
269,5,1,1875,42.4732369145426,33.4238,Auckland,NEW,New Zealand,36.17S,175.03E
270,6,1,1875,139.712691773141,33.7712,Auckland,NEW,New Zealand,36.17S,175.03E
271,7,1,1875,46.7227775100283,33.5912,Auckland,NEW,New Zealand,36.17S,175.03E
272,8,1,1875,49.2520090162951,32.8604,Auckland,NEW,New Zealand,36.17S,175.03E
273,9,1,1875,88.6384301204526,33.1052,Auckland,NEW,New Zealand,36.17S,175.03E
274,10,1,1875,111.761860211716,33.0854,Auckland,NEW,New Zealand,36.17S,175.03E
275,11,1,1875,56.6273262615529,33.8144,Auckland,NEW,New Zealand,36.17S,175.03E
276,12,1,1875,77.2317084736861,33.6596,Auckland,NEW,New Zealand,36.17S,175.03E
277,1,1,1876,61.038511470384,33.764,Auckland,NEW,New Zealand,36.17S,175.03E
278,2,1,1876,133.445906972362,33.6992,Auckland,NEW,New Zealand,36.17S,175.03E
279,3,1,1876,108.585175889126,33.7802,Auckland,NEW,New Zealand,36.17S,175.03E
280,4,1,1876,137.456962255883,33.7154,Auckland,NEW,New Zealand,36.17S,175.03E
281,5,1,1876,47.2780267989857,33.188,Auckland,NEW,New Zealand,36.17S,175.03E
282,6,1,1876,44.9366443351783,34.5218,Auckland,NEW,New Zealand,36.17S,175.03E
283,7,1,1876,134.17456774068,33.9188,Auckland,NEW,New Zealand,36.17S,175.03E
284,8,1,1876,122.517712164648,33.4616,Auckland,NEW,New Zealand,36.17S,175.03E
285,9,1,1876,96.7235111201017,32.7956,Auckland,NEW,New Zealand,36.17S,175.03E
286,10,1,1876,49.9212011165934,33.4634,Auckland,NEW,New Zealand,36.17S,175.03E
287,11,1,1876,300,33.9296,Auckland,NEW,New Zealand,36.17S,175.03E
288,12,1,1876,98.3866807588733,34.5758,Auckland,NEW,New Zealand,36.17S,175.03E
289,1,1,1877,73.3079440122557,34.5128,Auckland,NEW,New Zealand,36.17S,175.03E
290,2,1,1877,42.3940914092127,34.7774,Auckland,NEW,New Zealand,36.17S,175.03E
291,3,1,1877,82.6164580253159,33.3734,Auckland,NEW,New Zealand,36.17S,175.03E
292,4,1,1877,114.915827929196,34.2932,Auckland,NEW,New Zealand,36.17S,175.03E
293,5,1,1877,131.52985883895,33.3482,Auckland,NEW,New Zealand,36.17S,175.03E
294,6,1,1877,97.9413671935042,34.8152,Auckland,NEW,New Zealand,36.17S,175.03E
295,7,1,1877,97.1113403034745,33.215,Auckland,NEW,New Zealand,36.17S,175.03E
296,8,1,1877,100.85878830085,33.8036,Auckland,NEW,New Zealand,36.17S,175.03E
297,9,1,1877,76.1033939819535,33.1988,Auckland,NEW,New Zealand,36.17S,175.03E
298,10,1,1877,70.4280239360084,33.5372,Auckland,NEW,New Zealand,36.17S,175.03E
299,11,1,1877,53.8151154438437,33.6866,Auckland,NEW,New Zealand,36.17S,175.03E
300,12,1,1877,137.178212066259,35.7062,Auckland,NEW,New Zealand,36.17S,175.03E
301,1,1,1878,128.984739326354,34.3778,Auckland,NEW,New Zealand,36.17S,175.03E
